id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_ejected
4978689,90577015,1,2,female,50,6,2,1
4978699,90577045,1,1,male,16,6,1,1
4978716,90577073,2,1,male,35,6,1,1
4978752,90577155,2,1,male,53,7,1,0
4978762,90577186,1,1,male,29,6,1,1
4978774,90577216,1,1,male,22,5,1,1
4978807,90577283,2,1,male,26,7,1,0
4978844,90577362,1,1,male,23,7,1,1
4978845,90577362,1,2,female,25,7,2,1
4978871,90577406,2,1,male,45,7,1,1
4978878,90577415,2,1,male,34,other visible injury,1,1
4978880,90577423,1,1,male,44,7,1,2
4978881,90577427,1,1,male,23,6,1,0
4978882,90577427,2,2,female,33,7,3,0
4978919,90577511,2,1,female,23,7,1,1
4978924,90577526,1,1,male,58,7,1,0
4978925,90577526,1,2,female,53,7,3,0
4978932,90577535,1,1,male,50,6,1,1
4978960,90577604,1,1,male,49,6,1,1
4978976,90577625,1,1,male,40,6,1,1
4978980,90577636,1,1,male,19,complaint of pain,1,1
4978981,90577639,1,1,male,47,severe injury,1,3
4979000,90577673,1,1,male,28,6,1,1
4979014,90577717,2,1,male,25,6,1,1
4979029,90577745,1,1,male,30,7,1,1
4979066,90577818,1,1,male,37,6,1,0
4979067,90577819,1,1,male,49,7,1,0
4979083,90577842,1,1,male,30,6,1,1
4979095,90577857,1,1,male,41,5,1,1
4979111,90577890,2,1,male,51,6,1,1
4979118,90577904,2,1,male,30,6,1,0
4979190,90578021,1,1,male,62,6,1,0
4979199,90578050,2,1,male,20,7,1,1
4979204,90578062,1,1,male,41,6,1,0
4979223,90578098,1,1,male,65,6,1,1
4979228,90578102,1,1,male,32,7,1,1
4979311,90578230,2,1,male,29,killed,1,1
4979332,90578281,1,1,male,56,5,1,1
4979348,90578305,2,1,male,33,5,1,1
4979353,90578311,1,1,male,44,7,1,1
4979359,90578314,2,1,male,49,6,1,1
4979360,90578319,1,1,male,48,6,1,1
4979363,90578320,1,1,male,59,killed,1,0
4979417,90578394,1,1,male,45,7,1,0
4979446,90578440,1,1,male,22,6,1,1
4979459,90578458,1,1,male,46,7,1,1
4979474,90578472,2,1,male,65,6,1,1
4979492,90578491,2,1,female,52,6,1,2
4979499,90578513,2,1,male,30,5,1,0
4979500,90578515,1,1,male,59,7,1,1
4979537,90578564,1,1,male,29,6,1,1
4979538,90578565,1,2,male,29,7,1,1
4979539,90578565,2,1,male,40,7,1,0
4979540,90578565,2,2,female,29,7,3,0
4979541,90578565,2,2,female,10,7,6,0
4979547,90578578,2,1,male,48,7,1,1
4979602,90578675,1,1,male,56,6,1,1
4979610,90578687,1,1,male,43,severe injury,1,1
4979612,90578692,2,1,male,34,complaint of pain,1,2
4979642,90578739,1,1,male,35,7,1,1
4979645,90578740,1,1,male,47,severe injury,1,1
4979659,90578756,1,1,male,25,6,1,1
4979671,90578771,1,1,male,49,6,1,1
4979672,90578772,1,1,male,20,6,1,0
4979677,90578778,2,1,male,35,6,1,0
4979682,90578791,2,1,male,30,severe injury,1,1
4979683,90578795,1,1,male,59,severe injury,1,0
4979684,90578796,1,2,female,59,7,6,0
4979685,90578796,2,1,male,30,6,1,1
4979689,90578802,1,1,female,52,6,1,2
4979690,90578805,1,1,male,25,6,1,1
4979699,90578832,1,1,male,42,killed,1,1
4979701,90578840,1,1,male,19,6,1,1
4979709,90578859,1,1,female,45,6,1,1
4979727,90578883,1,1,male,53,5,1,0
4979728,90578885,1,1,male,20,6,1,1
4979750,90578925,1,1,male,68,5,1,1
4979752,90578935,1,1,female,59,7,1,0
4979753,90578935,2,1,male,47,6,1,1
4979754,90578936,2,1,male,26,6,1,1
4979773,90578971,1,1,male,24,6,1,1
4979777,90578982,1,1,male,25,6,1,1
4979795,90579022,2,1,male,24,severe injury,1,1
4979812,90579057,2,1,male,22,6,1,1
4979815,90579061,1,1,male,62,killed,1,1
4979845,90579092,2,1,male,41,other visible injury,1,1
4979859,90579122,1,1,male,58,6,1,1
4979867,90579143,2,1,male,20,7,1,0
4979890,90579176,2,1,male,45,7,1,0
4979906,90579196,2,1,male,34,7,1,1
4979910,90579201,1,1,male,19,7,1,0
4979927,90579246,2,1,male,35,7,1,1
4979948,90579317,2,1,male,52,6,1,1
4979962,90579354,1,1,male,26,6,1,0
4979977,90579385,1,1,male,23,5,1,1
4979995,90579420,2,1,male,60,6,1,0
4980000,90579438,1,1,male,23,other visible injury,1,1
4980015,90579483,2,1,male,29,6,1,1
4980016,90579485,2,1,male,26,6,1,1
4980027,90579520,1,1,male,26,other visible injury,1,1
4980055,90579592,1,1,male,31,6,1,1
4980075,90579619,1,1,male,58,6,1,1
4980079,90579632,2,1,male,29,6,1,2
4980090,90579662,1,1,male,20,6,1,1
4980100,90579689,2,1,male,21,7,1,1
4980110,90579713,1,1,male,19,7,1,1
4980115,90579718,2,1,female,33,6,1,1
4980116,90579718,3,1,female,30,6,1,1
4980122,90579732,2,1,male,37,6,1,1
4980123,90579733,1,1,male,26,6,1,1
4980133,90579746,2,1,male,36,6,1,1
4980188,90580751,1,1,male,57,5,1,1
4980192,90580763,2,1,male,58,6,1,0
4980196,90580767,1,1,male,49,6,1,1
4980211,90580784,1,1,male,67,5,1,1
4980212,90580789,1,1,male,21,7,1,1
4980237,90580836,1,1,male,31,6,1,3
4980239,90580843,1,1,male,26,7,1,2
4980249,90580864,1,1,male,29,5,1,1
4980253,90580877,1,1,male,35,complaint of pain,1,0
4980256,90580881,1,2,male,50,other visible injury,3,0
4980257,90580881,2,1,male,46,killed,1,1
4980262,90580891,1,1,male,23,other visible injury,1,1
4980289,90580925,1,1,male,55,6,1,1
4980295,90580934,1,1,female,22,7,1,0
4980296,90580934,2,1,male,53,7,1,0
4980297,90580934,3,1,male,31,5,1,1
4980308,90580956,1,1,male,28,5,1,1
4980311,90580968,1,1,male,28,6,1,1
4980313,90580970,3,1,male,21,complaint of pain,1,0
4980321,90580984,2,1,male,46,6,1,1
4980326,90580995,2,1,male,36,7,1,1
4980335,90581015,1,1,male,38,5,1,0
4980336,90581015,2,1,male,38,5,1,1
4980381,90581075,1,1,male,33,6,1,0
4980384,90581081,1,1,male,19,7,1,1
4980386,90581083,1,1,male,26,5,1,1
4980411,90581128,1,1,male,56,6,1,2
4980418,90581141,2,1,male,24,6,1,1
4980467,90581234,1,1,male,26,7,1,0
4980480,90581248,2,1,male,48,7,1,1
4980488,90581261,1,1,male,20,7,1,1
4980508,90581295,1,1,male,31,7,1,0
4980509,90581296,1,1,male,23,7,1,0
4980532,90581347,1,1,male,26,6,1,1
4980547,90581369,2,1,male,37,6,1,0
4980555,90581393,2,1,male,31,6,1,1
4980556,90581393,2,2,female,27,6,2,1
4980577,90581426,1,1,male,28,7,1,2
4980588,90581438,1,1,male,23,7,1,1
4980601,90581450,2,1,male,58,6,1,1
4980619,90581474,1,1,male,38,6,1,0
4980622,90581479,2,1,male,24,7,1,0
4980624,90581487,2,1,male,54,7,1,1
4980639,90581510,1,1,female,23,6,1,1
4980647,90581525,1,1,male,25,6,1,1
4980657,90581537,2,1,male,30,6,1,2
4980676,90581554,1,1,male,42,7,1,0
4980688,90581580,1,1,male,20,6,1,1
4980707,90581628,1,1,male,32,5,1,1
4980717,90581635,2,1,male,21,6,1,1
4980735,90581681,1,1,male,46,6,1,1
4980736,90581684,1,1,male,69,6,1,0
4980754,90581704,1,1,male,37,6,1,1
4980757,90581720,2,1,male,39,6,1,2
4980760,90581730,1,1,male,29,6,1,0
4980790,90581801,1,1,male,36,7,1,1
4980797,90581807,2,1,male,42,6,1,1
4980808,90581829,3,1,male,52,5,1,1
4980854,90581904,1,1,male,42,6,1,1
4980864,90581923,1,1,male,44,severe injury,1,1
4980883,90581983,1,1,male,20,7,1,1
4980921,90582028,1,1,male,54,6,1,1
4980922,90582030,2,1,male,19,6,1,1
4980946,90582065,1,1,male,30,5,1,1
4980947,90582065,2,1,male,22,7,1,0
4980950,90582068,1,1,male,29,5,1,1
4980972,90582098,1,1,male,48,6,1,2
4980981,90582109,2,1,male,37,5,1,1
4980990,90582114,2,1,male,33,6,1,1
4981011,90582150,2,1,male,39,6,1,1
4981050,90582219,2,1,female,49,5,1,1
4981081,90582250,1,1,male,24,6,1,1
4981095,90582280,1,1,male,26,7,1,0
4981099,90582291,1,1,male,29,6,1,1
4981129,90582366,2,1,male,30,6,1,2
4981132,90582376,1,1,male,80,killed,1,1
4981164,90582417,1,1,male,48,severe injury,1,1
4981186,90582466,1,2,female,27,other visible injury,2,2
4981187,90582466,1,1,male,60,other visible injury,1,2
4981189,90582469,1,1,male,56,5,1,1
4981193,90582478,2,1,male,45,6,1,0
4981220,90582521,1,1,male,38,5,1,1
4981225,90582526,1,1,male,27,7,1,0
4981226,90582528,1,1,male,34,other visible injury,1,0
4981235,90582549,1,1,male,22,6,1,1
4981286,90582663,1,1,male,62,6,1,1
4981289,90582665,2,1,male,25,6,1,1
4981294,90582679,1,1,male,25,6,1,1
4981295,90582679,2,1,female,55,7,1,0
4981296,90582679,2,2,female,38,7,3,0
4981305,90582689,1,1,male,26,6,1,1
4981312,90582706,1,1,male,58,other visible injury,1,1
4981323,90582732,1,1,male,30,6,1,1
4981331,90582749,1,1,male,53,6,1,2
4981332,90582762,2,1,male,22,7,1,0
4981343,90582787,1,1,male,24,5,1,1
4981348,90582796,1,1,male,31,6,1,1
4981350,90582802,1,1,male,40,5,1,1
4981352,90582805,2,1,male,32,7,1,1
4981376,90582845,1,1,male,25,6,1,1
4981392,90582872,2,1,male,33,6,1,3
4981393,90582874,1,1,male,34,5,1,0
4981394,90582879,1,1,male,44,6,1,2
4981413,90582913,1,1,male,22,6,1,1
4981415,90582918,2,1,male,26,6,1,1
4981419,90582923,1,1,male,30,severe injury,1,0
4981457,90582982,1,1,male,39,6,1,0
4981461,90582995,1,1,male,55,7,1,1
4981517,90583105,1,1,male,59,6,1,0
4981533,90583123,1,1,male,23,7,1,1
4981539,90583131,2,1,male,33,7,1,1
4981561,90583174,1,1,male,22,5,1,1
4981577,90583217,1,1,male,53,5,1,0
4981578,90583217,2,1,male,69,5,1,1
4981606,90583273,1,1,female,53,6,1,0
4981607,90583273,2,1,male,53,5,1,1
4981655,90583378,1,1,male,29,6,1,1
4981656,90583378,2,1,male,41,6,1,1
4981657,90583378,3,1,male,32,6,1,1
4981671,90583405,1,1,male,51,7,1,1
4981766,90583537,1,1,male,30,5,1,1
4981767,90583538,1,1,male,22,6,1,1
4981792,90583587,2,1,male,22,6,1,1
4981793,90583589,1,1,male,60,7,1,1
4981817,90583627,2,1,male,31,6,1,1
4981836,90583687,1,1,male,42,7,1,1
4981847,90583726,1,1,male,20,5,1,1
4981851,90583733,1,1,male,28,6,1,1
4981863,90583761,1,1,male,25,6,1,1
4981869,90583768,1,1,male,61,6,1,2
4981879,90583786,2,1,male,28,6,1,1
4981887,90583819,2,1,male,25,6,1,1
4981923,90583882,1,1,male,37,7,1,1
4981937,90583919,1,2,female,18,killed,2,1
4981938,90583919,1,1,male,25,other visible injury,1,1
4981959,90583948,1,1,male,70,other visible injury,1,1
4981960,90583948,2,1,male,69,other visible injury,1,1
4981973,90583969,1,1,male,32,killed,1,1
4981982,90583982,1,1,male,84,killed,1,1
4981983,90583982,1,2,female,77,killed,0,1
4981992,90584003,1,1,male,44,5,1,1
4982005,90584034,2,1,male,21,6,1,1
4982018,90584070,1,1,female,57,6,1,1
4982046,90584132,1,1,male,33,5,1,1
4982047,90584134,1,1,male,69,5,1,1
4982060,90584154,1,1,male,23,6,1,1
4982069,90584173,1,1,male,53,killed,1,1
4982071,90584178,1,1,male,26,killed,1,1
4982072,90584178,2,1,male,29,complaint of pain,1,0
4982085,90584209,1,1,male,43,6,1,1
4982096,90584226,1,1,male,59,5,1,1
4982111,90584250,1,1,male,28,7,1,1
4982127,90584273,1,1,male,15,6,1,1
4982155,90584336,2,1,male,48,6,1,0
4982173,90584368,1,1,male,48,7,1,1
4982192,90584407,1,1,male,32,5,1,1
4982216,90584452,1,1,female,56,other visible injury,1,0
4982217,90584452,2,1,male,41,killed,1,1
4982218,90584453,1,1,male,52,7,1,1
4982219,90584455,1,1,male,26,7,1,1
4982228,90584471,1,1,male,43,5,1,0
4982229,90584472,1,1,male,36,7,1,1
4982245,90584510,2,1,male,51,7,1,1
4982250,90584527,2,1,male,23,6,1,1
4982261,90584550,2,1,male,22,6,1,0
4982263,90584554,2,1,male,43,7,1,1
4982293,90584611,1,1,male,20,6,1,1
4982297,90584628,1,1,female,27,5,1,1
4982306,90584661,2,1,male,46,7,1,1
4982377,90584818,2,1,male,49,5,1,1
4982397,90584850,1,1,male,24,5,1,1
4982408,90584868,1,1,male,50,5,1,1
4982423,90584886,2,1,male,46,6,1,1
4982424,90584887,1,1,male,46,6,1,1
4982426,90584890,1,1,male,18,6,1,0
4982448,90584947,1,1,male,60,5,1,1
4982451,90584953,2,1,male,59,6,1,1
4982452,90584954,1,1,male,22,killed,1,1
4982467,90584981,1,1,male,34,6,1,1
4982488,90585037,1,1,male,25,5,1,1
4982522,90585066,2,1,male,56,7,1,0
4982544,90585104,2,1,male,63,6,1,1
4982560,90585138,2,1,male,39,6,1,1
4982561,90585138,2,2,female,40,6,2,1
4982564,90585146,1,1,male,29,6,1,0
4982565,90585146,2,1,male,32,6,1,0
4982593,90585211,2,1,male,32,5,1,0
4982601,90585234,1,1,male,70,6,1,1
4982603,90585237,2,1,male,50,7,1,0
4982626,90585269,1,1,male,52,6,1,1
4982644,90585311,1,1,male,42,5,1,0
4982645,90585311,2,1,male,36,7,1,0
4982646,90585311,2,2,male,25,7,3,0
4982670,90585362,2,1,male,37,7,1,1
4982674,90585378,1,1,male,21,5,1,1
4982680,90585381,1,1,male,28,6,1,1
4982728,90585458,2,1,male,73,6,0,2
4982729,90585459,2,2,male,28,5,1,1
4982748,90585515,1,1,male,33,6,1,1
4982770,90585590,1,1,male,24,6,1,1
4982791,90585625,2,1,male,25,6,1,1
4982792,90585626,1,1,male,17,5,1,2
4982809,90585658,1,1,male,32,6,1,1
4982812,90585667,1,1,male,59,killed,1,1
4982823,90585674,1,1,male,41,5,1,1
4982874,90585689,1,1,male,43,5,1,1
4982895,90585715,2,1,male,25,6,1,1
4982903,90585729,1,1,male,28,6,1,0
4982906,90585731,1,1,male,23,6,1,1
4982918,90585769,1,1,male,55,5,1,1
4982941,90585819,2,1,male,25,severe injury,1,1
4982954,90585850,2,1,male,39,7,1,1
4982955,90585854,1,1,male,19,7,1,0
4982956,90585856,1,1,male,27,5,1,2
4982975,90585884,2,1,male,18,6,1,1
4982993,90585901,1,1,male,64,6,1,0
4982994,90585907,2,1,male,40,5,1,0
4983018,90585933,2,1,male,58,6,1,0
4983028,90585948,1,1,male,63,5,1,1
4983054,90586001,2,1,male,30,7,1,1
4983068,90586018,2,1,male,30,6,1,0
4983083,90586040,2,1,male,22,7,1,0
4983127,90586113,1,1,male,44,6,1,1
4983138,90586123,1,1,male,55,6,1,1
4983148,90586137,1,3,male,20,5,9,
4983157,90586147,2,1,male,43,5,1,1
4983165,90586164,2,1,male,26,5,1,1
4983169,90586173,2,1,male,32,7,1,1
4983173,90586182,1,1,male,58,7,1,1
4983175,90586184,1,1,male,56,6,1,1
4983181,90586202,1,1,male,59,6,1,0
4983183,90586208,1,1,male,26,6,1,1
4983186,90586212,1,1,male,36,7,1,1
4983190,90586215,3,2,female,12,complaint of pain,9,0
4983191,90586215,3,2,male,11,complaint of pain,9,0
4983225,90586269,1,1,male,31,7,1,1
4983229,90586271,2,3,male,64,5,9,0
4983232,90586274,1,1,male,22,killed,1,1
4983240,90586277,2,1,male,24,6,1,1
4983241,90586278,1,1,male,27,7,1,0
4983265,90586310,1,1,male,21,complaint of pain,1,0
4983273,90586322,1,1,male,27,5,1,1
4983278,90586333,1,1,male,59,other visible injury,1,1
4983283,90586343,2,1,male,52,7,1,1
4983284,90586345,1,1,male,25,5,1,1
4983298,90586369,1,1,male,47,5,1,1
4983317,90586395,2,1,male,44,7,1,1
4983352,90586439,1,1,male,28,6,1,1
4983392,90586493,2,1,male,36,6,1,1
4983393,90586494,1,1,male,28,5,1,1
4983405,90586518,1,1,male,49,7,1,0
4983419,90586540,1,1,male,21,6,1,1
4983434,90586565,1,1,male,47,5,1,1
4983464,90586611,2,1,male,65,6,1,1
4983507,90586687,2,1,male,35,7,1,1
4983511,90586695,2,1,male,57,6,1,1
4983527,90586718,1,1,male,63,7,1,1
4983528,90586718,3,2,female,57,7,3,0
4983542,90586751,2,1,male,27,7,1,1
4983554,90586765,2,1,male,38,6,1,1
4983568,90586797,1,1,male,51,7,1,1
4983584,90586822,1,1,male,21,7,1,1
4983606,90586846,1,1,female,49,6,1,1
4983619,90586874,2,1,male,52,7,1,0
4983628,90586889,1,1,male,30,6,1,1
4983629,90586890,1,1,male,28,6,1,1
4983631,90586894,1,1,male,68,6,1,2
4983634,90586903,1,1,male,60,6,1,1
4983640,90586910,2,1,male,31,6,1,1
4983645,90586927,2,1,male,27,6,1,0
4983659,90586957,1,1,male,28,6,1,1
4983667,90586969,1,1,male,55,6,1,2
4983668,90586970,1,1,male,30,6,1,1
4983669,90586974,2,1,male,36,7,1,0
4983670,90586978,1,1,male,44,7,1,0
4983687,90586996,2,1,male,19,6,1,1
4983706,90587044,1,2,female,56,5,2,1
4983707,90587044,1,1,male,58,5,1,1
4983709,90587047,2,1,male,26,6,1,1
4983712,90587052,1,1,male,61,5,1,1
4983735,90587106,2,1,male,33,6,1,1
4983742,90587122,2,1,male,33,6,1,1
4983770,90587164,2,1,male,29,6,1,1
4983824,90587278,1,1,male,27,7,1,1
4983863,90587353,2,1,male,49,5,1,1
4983866,90587361,1,1,male,52,6,1,1
4983874,90587377,1,1,male,58,6,1,0
4983876,90587379,2,1,male,25,5,1,1
4983931,90587496,2,1,female,52,7,1,0
4983932,90587498,1,1,male,24,6,1,1
4983933,90587504,2,1,male,58,6,1,1
4983952,90587529,1,1,male,44,7,1,1
4983962,90587542,1,1,male,18,6,1,1
4983986,90587613,1,1,male,31,6,1,1
4983993,90587624,1,1,male,48,6,1,1
4983998,90587630,1,1,male,60,5,1,1
4984005,90587638,2,1,male,25,5,1,1
4984020,90587670,1,1,male,33,6,1,2
4984021,90587670,1,2,male,10,6,2,1
4984022,90587672,1,1,male,24,7,1,1
4984023,90587675,2,1,male,31,6,1,3
4984039,90587709,1,1,male,26,7,1,1
4984049,90587735,1,2,female,15,6,3,0
4984050,90587735,1,2,female,13,7,6,0
4984051,90587735,2,1,male,37,6,1,1
4984068,90587762,1,1,male,26,5,1,1
4984098,90587794,1,1,male,36,5,1,1
4984099,90587794,1,2,female,32,5,2,1
4984100,90587794,2,1,male,37,7,1,0
4984118,90587830,1,1,male,65,6,1,1
4984165,90587890,1,1,male,59,5,1,1
4984187,90587923,1,1,male,44,6,1,1
4984195,90587943,1,1,male,36,5,1,1
4984196,90587943,1,2,female,38,6,0,1
4984283,90588104,1,1,male,25,5,1,1
4984289,90588109,1,1,male,21,severe injury,1,1
4984311,90588155,2,1,male,23,7,1,1
4984325,90588174,2,1,female,46,7,1,1
4984344,90588210,2,1,male,24,6,1,1
4984346,90588214,1,1,male,58,5,1,1
4984348,90588217,1,1,male,33,6,1,1
4984386,90588284,1,1,male,27,5,1,1
4984387,90588286,1,1,male,65,5,1,1
4984424,90588368,1,1,male,29,6,1,1
4984427,90588372,1,1,male,28,5,1,1
4984433,90588379,2,1,female,37,7,1,0
4984455,90588410,2,1,male,58,6,1,1
4984464,90588427,2,1,male,52,6,1,0
4984469,90588435,1,1,male,29,6,1,1
4984483,90588458,1,1,male,24,5,1,1
4984506,90588488,1,1,male,25,7,1,0
4984513,90588499,2,1,male,25,6,1,1
4984515,90588501,2,1,male,45,7,1,0
4984562,90588579,2,1,male,38,other visible injury,1,1
4984599,90588631,1,1,male,34,5,1,1
4984600,90588633,2,1,male,51,6,1,1
4984632,90588679,1,1,male,58,7,1,1
4984643,90588693,2,1,male,27,6,1,1
4984659,90588722,1,1,male,45,6,1,1
4984660,90588723,1,1,male,22,7,1,0
4984662,90588730,1,1,male,28,killed,1,1
4984663,90588730,2,1,male,56,other visible injury,1,0
4984695,90588767,1,1,male,44,7,1,1
4984698,90588773,2,1,male,19,other visible injury,1,0
4984710,90588796,1,1,male,16,7,1,1
4984749,90588877,2,1,male,28,5,1,1
4984757,90588896,1,1,male,48,7,1,1
4984761,90588900,1,1,male,22,6,1,1
4984787,90588944,2,1,male,49,7,1,1
4984791,90588956,1,1,male,32,6,1,1
4984798,90588972,1,2,female,39,5,2,1
4984810,90588992,1,1,male,37,5,1,0
4984826,90589046,1,1,male,56,6,1,0
4984835,90589067,1,1,male,23,6,1,1
4984852,90589087,2,1,male,30,6,1,1
4984869,90589128,1,1,male,47,7,1,1
4984874,90589131,1,1,male,24,6,1,1
4984887,90589145,1,1,male,74,6,1,1
4984903,90589168,2,1,male,38,5,1,2
4984918,90589186,2,1,male,28,6,1,1
4984926,90589200,1,1,male,33,6,1,1
4984930,90589208,2,1,male,32,6,1,1
4984950,90589238,1,1,male,23,5,1,1
4984960,90589259,1,1,male,29,killed,1,1
4984969,90589279,2,1,male,30,7,1,1
4985011,90589354,2,1,male,38,6,0,1
4985034,90589402,2,1,male,53,6,1,1
4985078,90589485,1,1,female,42,6,1,1
4985084,90589491,1,1,male,31,6,1,1
4985127,90589565,1,1,male,49,5,1,1
4985131,90589574,1,1,male,39,6,1,1
4985133,90589579,2,1,male,31,6,1,0
4985160,90589636,1,1,male,53,5,1,1
4985175,90589663,1,1,female,64,killed,1,1
4985176,90589663,2,1,female,58,other visible injury,1,0
4985188,90589691,3,1,male,39,7,1,1
4985197,90589715,1,1,female,24,6,1,0
4985198,90589717,1,1,male,57,6,1,1
4985199,90589717,2,2,female,51,7,3,0
4985206,90589722,1,2,male,33,6,2,1
4985207,90589722,1,1,male,36,6,1,1
4985210,90589726,2,1,male,27,6,1,1
4985228,90589752,1,1,male,24,7,1,1
4985237,90589773,1,1,male,25,6,1,1
4985253,90589798,2,1,male,53,5,1,0
4985270,90589816,2,1,male,21,6,1,1
4985292,90589856,2,1,male,40,7,1,1
4985296,90589864,2,1,male,26,6,1,1
4985321,90589891,2,1,male,54,7,1,1
4985343,90589904,2,1,male,46,other visible injury,1,1
4985388,90589984,2,1,male,30,6,1,0
4985431,90590052,1,2,female,3,6,7,0
4985432,90590052,1,2,,2,6,7,0
4985433,90590052,2,1,male,42,5,1,0
4985434,90590054,2,1,male,24,6,1,1
4985443,90590080,1,1,male,47,7,1,1
4985462,90590115,1,1,male,59,6,1,1
4985464,90590119,1,1,male,44,6,1,1
4985503,90590174,1,1,male,26,7,1,1
4985550,90590251,1,1,male,51,6,1,1
4985580,90590307,1,1,female,20,6,1,1
4985605,90590354,1,1,male,26,6,1,0
4985639,90590400,1,1,male,54,5,1,1
4985641,90590404,2,1,male,27,6,1,1
4985642,90590404,2,2,female,23,6,2,1
4985665,90590434,1,1,male,53,6,1,1
4985681,90590450,3,1,female,33,7,1,1
4985688,90590473,2,1,male,43,7,1,0
4985719,90590507,2,1,male,68,6,1,0
4985775,90590615,1,1,male,57,5,1,1
4985805,90590661,2,1,male,23,complaint of pain,1,1
4985809,90590676,1,1,male,66,5,1,1
4985830,90590710,1,1,male,33,6,1,1
4985856,90590766,1,1,male,47,5,1,0
4985857,90590766,2,2,female,57,5,0,1
4985858,90590766,2,1,male,61,5,1,1
4985859,90590766,3,2,female,54,5,0,1
4985860,90590766,3,1,male,56,5,1,1
4985861,90590766,5,1,female,34,6,1,0
4985867,90590782,1,1,male,52,5,1,1
4985934,90590893,1,1,male,23,7,1,1
4985964,90590952,2,1,male,25,7,1,0
4986012,90591023,1,2,female,14,7,4,0
4986013,90591023,2,1,male,51,5,1,1
4986021,90591033,1,1,male,56,7,1,0
4986057,90591088,1,1,male,32,5,1,1
4986088,90591150,1,1,male,45,5,1,1
4986105,90591197,1,1,male,30,6,1,1
4986115,90591216,2,1,male,70,6,1,1
4986124,90591225,1,1,male,40,5,1,1
4986141,90591260,1,1,male,25,killed,1,1
4986180,90591325,1,1,male,26,5,1,1
4986190,90591350,1,1,male,79,6,1,0
4986191,90591350,1,2,female,68,6,2,0
4986236,90591432,1,1,male,74,6,1,1
4986246,90591438,1,1,male,37,6,1,1
4986247,90591438,2,1,male,49,7,1,1
4986258,90591455,1,1,female,30,killed,1,1
4986259,90591457,2,1,male,32,7,1,2
4986260,90591457,4,2,female,29,7,2,2
4986261,90591457,4,1,male,28,7,1,2
4986264,90591469,1,1,male,19,7,1,1
4986279,90591492,1,1,male,22,killed,1,1
4986318,90591582,1,1,male,35,5,1,1
4986350,90591642,1,1,male,51,7,1,1
4986365,90591666,1,1,male,72,7,1,1
4986404,90591739,1,1,female,22,7,1,1
4986409,90591750,2,1,male,42,6,1,1
4986415,90591771,1,1,male,30,5,1,1
4986442,90591828,1,1,male,40,killed,1,1
4986443,90591828,2,1,male,58,other visible injury,1,1
4986444,90591828,2,2,female,52,other visible injury,0,1
4986446,90591834,1,1,male,36,6,1,1
4986454,90591852,1,1,male,58,killed,1,1
4986476,90591884,1,1,male,30,6,1,1
4986478,90591893,1,1,male,30,6,1,0
4986490,90591913,2,1,male,52,6,1,0
4986540,90591980,2,1,male,45,7,1,1
4986550,90592005,2,1,male,45,7,1,1
4986556,90592010,1,1,male,25,7,1,1
4986566,90592031,1,1,male,29,6,1,1
4986572,90592039,1,1,male,20,6,1,0
4986610,90592095,2,1,male,27,5,1,1
4986623,90592123,1,1,male,34,7,1,1
4986695,90592268,1,1,male,80,5,1,1
4986696,90592270,2,1,male,51,7,1,0
4986714,90592291,1,1,male,50,5,1,1
4986724,90592303,2,1,male,39,7,1,0
4986776,90592396,1,1,male,27,other visible injury,1,1
4986777,90592398,2,1,male,30,7,1,1
4986799,90592430,2,1,male,29,5,1,0
4986824,90592469,2,1,male,18,7,1,1
4986825,90592469,2,2,female,19,7,2,1
4986834,90592480,1,1,female,32,7,1,0
4986869,90592550,2,1,male,26,6,1,1
4986904,90592620,3,1,male,23,5,1,1
4986906,90592623,1,1,male,25,6,1,1
4986948,90592702,2,1,male,45,6,1,0
4986949,90592702,2,2,female,28,6,2,0
4987005,90592783,1,1,male,50,5,1,1
4987006,90592785,1,1,male,22,6,1,1
4987039,90592837,1,1,male,58,6,1,1
4987055,90592856,1,1,male,53,7,1,0
4987068,90592890,1,1,male,41,7,1,1
4987081,90592926,3,1,male,50,7,1,1
4987085,90592939,2,1,male,29,6,1,1
4987096,90592959,2,1,male,32,6,1,0
4987102,90592972,1,1,male,22,6,1,1
4987147,90593079,3,1,male,19,6,1,3
4987183,90593156,2,1,male,32,7,1,0
4987200,90593217,1,1,female,50,7,1,1
4987218,90593255,1,1,male,24,6,1,1
4987221,90593264,1,2,female,37,7,2,1
4987229,90593275,1,1,male,73,6,1,1
4987263,90593323,2,1,male,25,6,1,1
4987269,90593344,2,1,male,31,7,1,1
4987271,90593348,1,1,male,25,6,1,1
4987334,90593462,1,1,male,51,7,1,0
4987335,90593462,2,1,male,34,6,1,1
4987357,90593519,1,1,male,48,5,1,1
4987376,90593558,2,1,male,18,7,1,1
4987450,90593701,1,1,male,30,5,1,1
4987489,90593760,2,1,male,29,6,1,0
4987498,90593771,1,1,male,29,6,1,1
4987513,90593795,2,2,female,28,6,2,1
4987514,90593795,2,1,male,36,6,1,1
4987532,90593835,1,1,female,21,6,1,1
4987556,90593867,1,1,male,50,7,1,2
4987617,90593958,1,1,male,57,7,1,1
4987642,90593996,2,1,male,29,7,1,0
4987647,90594009,1,1,male,38,5,1,1
4987703,90594073,2,1,male,35,5,1,1
4987706,90594087,2,1,male,22,5,1,0
4987726,90594121,2,1,male,45,6,1,1
